kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y,kp17_x,kp17_y,kp18_x,kp18_y,kp19_x,kp19_y,kp20_x,kp20_y,kp21_x,kp21_y,kp22_x,kp22_y,kp23_x,kp23_y,kp24_x,kp24_y,kp25_x,kp25_y,kp26_x,kp26_y,kp27_x,kp27_y,kp28_x,kp28_y,kp29_x,kp29_y,kp30_x,kp30_y,kp31_x,kp31_y,kp32_x,kp32_y,label
0.8333486914634705,0.33122125267982483,0.8343344926834106,0.30960607528686523,0.836082398891449,0.3072007894515991,0.8380807042121887,0.3041699230670929,0.8320003747940063,0.3121793568134308,0.8319060802459717,0.3118821680545807,0.8319247961044312,0.3113715946674347,0.851382851600647,0.29419946670532227,0.8413781523704529,0.3067350685596466,0.8409287333488464,0.3449057340621948,0.8377376794815063,0.34610632061958313,0.8918067216873169,0.36602237820625305,0.8535659313201904,0.38573017716407776,0.9071008563041687,0.5135053396224976,0.8478294610977173,0.5132870674133301,0.8684521913528442,0.6236993074417114,0.8387508392333984,0.6155913472175598,0.8601218461990356,0.6602151989936829,0.8336999416351318,0.6461675763130188,0.8556197285652161,0.6513327360153198,0.8367016911506653,0.6571481823921204,0.8561750650405884,0.6430560350418091,0.8405969142913818,0.6467171311378479,0.9036616086959839,0.6196186542510986,0.8806769847869873,0.6104516386985779,0.8330070972442627,0.7426498532295227,0.8149918913841248,0.7104657292366028,0.8647183179855347,0.8880305290222168,0.8568894863128662,0.8795985579490662,0.8781039118766785,0.9040951728820801,0.8709880709648132,0.8979066610336304,0.8404377698898315,0.9660881757736206,0.8333920240402222,0.9534236192703247,1
0.8322290182113647,0.33041149377822876,0.8329734802246094,0.30887535214424133,0.8344217538833618,0.30624720454216003,0.8361369967460632,0.30326300859451294,0.8314098119735718,0.3115234971046448,0.8316218256950378,0.3109913766384125,0.8319618701934814,0.3101498484611511,0.8498866558074951,0.2960909903049469,0.8416608572006226,0.3053557872772217,0.8399108052253723,0.3439817428588867,0.8376681208610535,0.34656333923339844,0.8883569240570068,0.3677002191543579,0.8543025851249695,0.3881625831127167,0.9058758616447449,0.5201141834259033,0.8496332168579102,0.5190535187721252,0.8673129081726074,0.6205414533615112,0.8364439010620117,0.6196885704994202,0.8611775636672974,0.6513442397117615,0.8325039148330688,0.6629023551940918,0.8550670146942139,0.6463907361030579,0.8335372805595398,0.6604121923446655,0.8563660979270935,0.6368710398674011,0.8375301361083984,0.6496832966804504,0.901810348033905,0.6236004829406738,0.8801796436309814,0.6077423095703125,0.8345255851745605,0.7501466870307922,0.815420389175415,0.7145622968673706,0.8643293380737305,0.8900282382965088,0.8592207431793213,0.8806933760643005,0.8773375153541565,0.9073381423950195,0.8696895241737366,0.8948041200637817,0.8402297496795654,0.9660990834236145,0.8351651430130005,0.9485839605331421,1
0.8294541239738464,0.32854408025741577,0.8304420709609985,0.30718180537223816,0.8318246006965637,0.3046753704547882,0.8335849046707153,0.30179962515830994,0.828831136226654,0.3101869523525238,0.8290227055549622,0.30979135632514954,0.8293627500534058,0.309124231338501,0.8470432758331299,0.296152800321579,0.8391425013542175,0.30540531873703003,0.8369150757789612,0.3416247069835663,0.8346683979034424,0.34394142031669617,0.8870757818222046,0.36872580647468567,0.8526856899261475,0.3924231231212616,0.9063061475753784,0.5191423892974854,0.8481672406196594,0.5157808661460876,0.8684625625610352,0.617485761642456,0.8343963623046875,0.6158541440963745,0.8623172640800476,0.6501197814941406,0.8277170658111572,0.6444029211997986,0.8555078506469727,0.6396800875663757,0.8290538787841797,0.6433358192443848,0.857090413570404,0.6310386061668396,0.8333092927932739,0.6363736391067505,0.9033064842224121,0.6180907487869263,0.8810387849807739,0.6043838858604431,0.8378542065620422,0.7649185657501221,0.8149349689483643,0.7142442464828491,0.8670143485069275,0.891661524772644,0.8589245676994324,0.8752924203872681,0.8789156675338745,0.9076422452926636,0.8725199699401855,0.8955729007720947,0.8414309024810791,0.9648088216781616,0.8364088535308838,0.9472386837005615,1
0.8275166749954224,0.33401745557785034,0.8279613852500916,0.3106728196144104,0.8294006586074829,0.3083845376968384,0.8311037421226501,0.30595770478248596,0.826607346534729,0.3132690191268921,0.8268941044807434,0.31287506222724915,0.8273281455039978,0.3122618794441223,0.8454689383506775,0.3015517592430115,0.8375176191329956,0.3095342516899109,0.8345063328742981,0.34525102376937866,0.8322916030883789,0.34695544838905334,0.8863674402236938,0.37011945247650146,0.8502833843231201,0.39526447653770447,0.9102571606636047,0.5121389627456665,0.8484887480735779,0.519386887550354,0.8697224259376526,0.6176164150238037,0.8355934619903564,0.6203134655952454,0.8631238341331482,0.6458823084831238,0.8290493488311768,0.6472609043121338,0.8565233945846558,0.6391134858131409,0.8300941586494446,0.6464822292327881,0.8579983711242676,0.6312615871429443,0.8340131640434265,0.6390333771705627,0.903193473815918,0.6232476830482483,0.8784788250923157,0.609555721282959,0.8432199358940125,0.766654908657074,0.8156898617744446,0.7121848464012146,0.8674966096878052,0.8966212272644043,0.8594272136688232,0.8750643730163574,0.8780726790428162,0.9138025045394897,0.870956540107727,0.8885945081710815,0.8452515006065369,0.9695901870727539,0.8339999914169312,0.944487452507019,1
0.8265815377235413,0.33575016260147095,0.8273510336875916,0.31237849593162537,0.8289371132850647,0.30996957421302795,0.8307637572288513,0.3073972165584564,0.8256511688232422,0.315242201089859,0.8257946372032166,0.3149610757827759,0.8257251977920532,0.31475433707237244,0.8450064063072205,0.3024624288082123,0.835955798625946,0.31126081943511963,0.8334494233131409,0.34721457958221436,0.8307563066482544,0.34921249747276306,0.8860947489738464,0.3710255026817322,0.8461410403251648,0.3956739008426666,0.9107038974761963,0.515009343624115,0.8446033596992493,0.5201722383499146,0.8700103163719177,0.6205966472625732,0.8324915766716003,0.6254144310951233,0.8626099228858948,0.6517338752746582,0.8289440274238586,0.6494439244270325,0.8576112389564514,0.6428973078727722,0.8300103545188904,0.6478881239891052,0.8577563762664795,0.6359242796897888,0.8336369395256042,0.6366156935691833,0.9033125638961792,0.6184217929840088,0.8780380487442017,0.6056687235832214,0.8450261950492859,0.7724717855453491,0.8165193200111389,0.7128362655639648,0.8668057322502136,0.8962862491607666,0.8603032827377319,0.8737608194351196,0.879012942314148,0.9130361080169678,0.8715208172798157,0.8855116367340088,0.8433352708816528,0.9677165746688843,0.835703432559967,0.944133996963501,1
0.8242856860160828,0.335075318813324,0.8250492215156555,0.313658207654953,0.8264135718345642,0.3111112415790558,0.828039824962616,0.3083696961402893,0.8236885666847229,0.3163526654243469,0.8239224553108215,0.31578779220581055,0.8242628574371338,0.31497621536254883,0.8423392176628113,0.3014126718044281,0.8338768482208252,0.31016355752944946,0.831738293170929,0.3489648699760437,0.8295677900314331,0.35123592615127563,0.8833752274513245,0.3708218038082123,0.8471380472183228,0.39567169547080994,0.9066223502159119,0.5150633454322815,0.8454210758209229,0.5143059492111206,0.8700830936431885,0.6172088980674744,0.8346852660179138,0.6186782717704773,0.8645226955413818,0.6479277610778809,0.8309677243232727,0.640454888343811,0.857822060585022,0.6411458253860474,0.8321501612663269,0.6386268138885498,0.8587805032730103,0.6278377175331116,0.8360260128974915,0.6311715245246887,0.9035872220993042,0.6149559020996094,0.8788543343544006,0.6060471534729004,0.845058023929596,0.7649548053741455,0.8180204033851624,0.7134413123130798,0.8672205209732056,0.8974696397781372,0.8582441210746765,0.8673191070556641,0.8787766695022583,0.9075353741645813,0.873104453086853,0.8914185762405396,0.8442983627319336,0.9667024612426758,0.8376311659812927,0.9442266225814819,1
0.8229079246520996,0.3368217945098877,0.8237669467926025,0.3147214353084564,0.8251347541809082,0.31201663613319397,0.8267788887023926,0.3091336786746979,0.8222814798355103,0.31773728132247925,0.8224793672561646,0.31722819805145264,0.822486400604248,0.3168686628341675,0.8409819602966309,0.30211013555526733,0.8323125243186951,0.3110275864601135,0.8304019570350647,0.3506481647491455,0.8280580639839172,0.35286298394203186,0.8827382326126099,0.37407293915748596,0.8453130125999451,0.3965936005115509,0.9059473276138306,0.5191258788108826,0.8442713022232056,0.5174135565757751,0.8696210384368896,0.61980140209198,0.8343275785446167,0.6196802258491516,0.8643547296524048,0.6533622741699219,0.831212043762207,0.6480542421340942,0.8580566644668579,0.648286759853363,0.8340765833854675,0.6507154107093811,0.8588881492614746,0.6353881359100342,0.8380177021026611,0.6409869194030762,0.9027838110923767,0.6156949400901794,0.8763617873191833,0.6068362593650818,0.8460190296173096,0.7700229287147522,0.8178589940071106,0.7203158140182495,0.867557168006897,0.8911973237991333,0.8576927781105042,0.8654199242591858,0.8802506327629089,0.9047703146934509,0.8720371723175049,0.8897464275360107,0.8455311059951782,0.9664939045906067,0.8366255760192871,0.944581925868988,1
0.8228382468223572,0.3405952453613281,0.8237400650978088,0.3171651065349579,0.825392484664917,0.3143022656440735,0.8273347616195679,0.31111443042755127,0.821546196937561,0.32098519802093506,0.8215030431747437,0.32089340686798096,0.8212729692459106,0.32081547379493713,0.8409358263015747,0.3045491576194763,0.8302217125892639,0.3163973391056061,0.8304287791252136,0.35229551792144775,0.8271780610084534,0.3558124303817749,0.88265061378479,0.369495153427124,0.8394303917884827,0.39893838763237,0.9090830087661743,0.5117819309234619,0.8400382995605469,0.5165106058120728,0.8707028031349182,0.6247562766075134,0.832504153251648,0.6239911913871765,0.8656619787216187,0.6572662591934204,0.8294112682342529,0.6518462896347046,0.8593223094940186,0.6517470479011536,0.8323283195495605,0.652935266494751,0.8599721193313599,0.641534149646759,0.8360055685043335,0.6428095698356628,0.9039113521575928,0.6139348745346069,0.8717561364173889,0.6037010550498962,0.8441103100776672,0.7781581878662109,0.8151068687438965,0.7252479791641235,0.8689274191856384,0.8905852437019348,0.8591283559799194,0.8746894598007202,0.8805054426193237,0.9080309271812439,0.868500828742981,0.8896738886833191,0.8473162055015564,0.9685041308403015,0.8366039991378784,0.9502429962158203,1
0.8218934535980225,0.34399136900901794,0.8231897354125977,0.3214220702648163,0.8250138759613037,0.31816723942756653,0.8269084692001343,0.31475117802619934,0.8208754062652588,0.3251572549343109,0.820525050163269,0.3251652121543884,0.8204631805419922,0.3245927691459656,0.839850664138794,0.3068757653236389,0.8278945684432983,0.32018956542015076,0.8298460841178894,0.3556118309497833,0.8263352513313293,0.35929030179977417,0.8815844058990479,0.37125033140182495,0.8376366496086121,0.40044698119163513,0.9088172912597656,0.5059176683425903,0.8380715847015381,0.5195546746253967,0.8736263513565063,0.6223500370979309,0.8306412696838379,0.627549409866333,0.8680518269538879,0.6568825244903564,0.8267772197723389,0.6601468324661255,0.8620022535324097,0.6499462127685547,0.8299310207366943,0.6591489911079407,0.8624033331871033,0.6372402310371399,0.8339170813560486,0.648938000202179,0.8981886506080627,0.6187909245491028,0.8676333427429199,0.6112953424453735,0.8401894569396973,0.7917113304138184,0.8148101568222046,0.7285189628601074,0.8690587878227234,0.8866760730743408,0.8569284081459045,0.8619444370269775,0.8774955868721008,0.8954855799674988,0.8684036731719971,0.8790056705474854,0.8494035601615906,0.964874267578125,0.8349562287330627,0.9424716830253601,1
0.8192178606987,0.3476470708847046,0.8200494050979614,0.3248756527900696,0.821771502494812,0.3221777379512787,0.8236267566680908,0.3191787898540497,0.8179706335067749,0.3278702199459076,0.8178078532218933,0.32770347595214844,0.8178310394287109,0.3271864354610443,0.8369357585906982,0.3112877607345581,0.8260432481765747,0.32449424266815186,0.8262456059455872,0.357364684343338,0.8231885433197021,0.36043569445610046,0.8803339600563049,0.36996954679489136,0.8339789509773254,0.4094468653202057,0.9112920761108398,0.5019824504852295,0.8353620171546936,0.5254554748535156,0.8744454979896545,0.6200308203697205,0.829133152961731,0.6280723214149475,0.8672095537185669,0.6586557626724243,0.8246654868125916,0.6538084149360657,0.8613086342811584,0.6526778340339661,0.8281168341636658,0.6535302400588989,0.8616828918457031,0.6395525932312012,0.8294219970703125,0.646713137626648,0.8957118391990662,0.6201959252357483,0.8627949953079224,0.6160127520561218,0.8389310836791992,0.7885872721672058,0.810387134552002,0.7335192561149597,0.8689707517623901,0.8933923244476318,0.855163037776947,0.8619162440299988,0.8772164583206177,0.9027482867240906,0.8645554184913635,0.8756070137023926,0.8488094806671143,0.9695278406143188,0.8341511487960815,0.9443185329437256,1
