timestamp,person_id,access_type,confidence,is_normal,role,device_id
2026-01-16T04:45:45.483343,resident_1,entry,0.8885041045716767,yes,resident,door_001
2026-01-16T05:00:45.483343,resident_2,entry,0.8541716107213299,yes,resident,door_001
2026-01-16T05:12:45.483343,resident_3,entry,0.9128892664797394,yes,resident,door_001
2026-01-16T06:44:45.483343,caregiver_2,entry,0.914319483154058,yes,caregiver,door_001
2026-01-16T07:03:45.483343,caregiver_1,entry,0.9031898220892272,yes,caregiver,door_001
2026-01-16T07:17:45.483343,caregiver_2,exit,0.9862362069571119,yes,caregiver,door_001
2026-01-16T07:44:45.483343,caregiver_1,exit,0.9686492112886443,yes,caregiver,door_001
2026-01-16T11:15:45.483343,caregiver_1,entry,0.8717671299736494,yes,caregiver,door_001
2026-01-16T12:03:45.483343,caregiver_2,entry,0.9272856883782518,yes,caregiver,door_001
2026-01-16T12:15:45.483343,caregiver_1,exit,0.9568891780609133,yes,caregiver,door_001
2026-01-16T12:59:45.483343,caregiver_2,exit,0.9380095719292221,yes,caregiver,door_001
2026-01-16T14:33:45.483343,resident_2,exit,0.8778372710961307,yes,resident,door_001
2026-01-16T14:41:45.483343,resident_1,exit,0.9536934842534746,yes,resident,door_001
2026-01-16T14:46:45.483343,resident_3,exit,0.9628146952565931,yes,resident,door_001
2026-01-17T04:53:45.483343,resident_2,entry,0.5353505002934051,no,resident,door_001
2026-01-17T05:08:45.483343,resident_3,entry,0.9018253353963636,yes,resident,door_001
2026-01-17T05:34:45.483343,resident_1,entry,0.8769204026359324,yes,resident,door_001
2026-01-17T06:12:45.483343,caregiver_2,entry,0.9650523631609531,yes,caregiver,door_001
2026-01-17T07:07:45.483343,caregiver_2,exit,0.8941634267282714,yes,caregiver,door_001
2026-01-17T08:32:45.483343,caregiver_1,entry,0.9520777517130489,yes,caregiver,door_001
2026-01-17T09:07:45.483343,caregiver_1,exit,0.9147164296591562,yes,caregiver,door_001
2026-01-17T14:12:45.483343,caregiver_2,entry,0.9458459951385825,yes,caregiver,door_001
2026-01-17T15:08:45.483343,caregiver_2,exit,0.9575639008629321,yes,caregiver,door_001
2026-01-17T15:47:45.483343,resident_1,exit,0.890514314904295,yes,resident,door_001
2026-01-17T16:42:45.483343,resident_3,exit,0.9811316422797491,yes,resident,door_001
2026-01-18T04:56:45.483343,resident_1,entry,0.9820073600069076,yes,resident,door_001
2026-01-18T05:36:45.483343,resident_3,entry,0.858893878861274,yes,resident,door_001
2026-01-18T05:45:45.483343,resident_2,entry,0.9318420386312957,yes,resident,door_001
2026-01-18T09:11:45.483343,resident_1,exit,0.9417614131412833,yes,resident,door_001
2026-01-18T10:21:45.483343,resident_2,exit,0.8807049062820197,yes,resident,door_001
2026-01-18T10:25:45.483343,caregiver_1,entry,0.8721420856082538,yes,caregiver,door_001
2026-01-18T10:31:45.483343,resident_3,exit,0.8851979767974538,yes,resident,door_001
2026-01-18T10:51:45.483343,caregiver_2,entry,0.9394529292812407,yes,caregiver,door_001
2026-01-18T10:55:45.483343,caregiver_1,exit,0.9835342298529512,yes,caregiver,door_001
2026-01-18T11:40:45.483343,caregiver_2,exit,0.8778475542470626,yes,caregiver,door_001
2026-01-18T11:41:45.483343,resident_3,entry,0.9509010547104273,yes,resident,door_001
2026-01-18T12:30:45.483343,resident_2,entry,0.9190922168845483,yes,resident,door_001
2026-01-18T14:46:45.483343,caregiver_2,entry,0.8750112632742184,yes,caregiver,door_001
2026-01-18T14:53:45.483343,resident_2,exit,0.8653508782490923,yes,resident,door_001
2026-01-18T14:54:45.483343,resident_1,entry,0.978036662563676,yes,resident,door_001
2026-01-18T15:45:45.483343,caregiver_2,exit,0.8648975151916787,yes,caregiver,door_001
2026-01-18T16:47:45.483343,resident_3,exit,0.9397346518011731,yes,resident,door_001
2026-01-18T17:07:45.483343,resident_1,exit,0.8870832233097273,yes,resident,door_001
2026-01-19T04:03:45.483343,resident_2,entry,0.9524670632782479,yes,resident,door_001
2026-01-19T04:32:45.483343,resident_1,entry,0.9834899646714904,yes,resident,door_001
2026-01-19T04:43:45.483343,resident_3,entry,0.8936402807821253,yes,resident,door_001
2026-01-19T06:53:45.483343,caregiver_2,entry,0.8962599884712698,yes,caregiver,door_001
2026-01-19T07:36:45.483343,resident_1,exit,0.8953818479806542,yes,resident,door_001
2026-01-19T07:39:45.483343,caregiver_2,exit,0.8833206488116593,yes,caregiver,door_001
2026-01-19T08:58:45.483343,caregiver_1,entry,0.8599390320412645,yes,caregiver,door_001
2026-01-19T09:26:45.483343,resident_3,exit,0.9759459718500123,yes,resident,door_001
2026-01-19T09:48:45.483343,caregiver_1,exit,0.8582423273626852,yes,caregiver,door_001
2026-01-19T11:05:45.483343,resident_1,entry,0.9800738062770464,yes,resident,door_001
2026-01-19T11:47:45.483343,resident_2,exit,0.8676064716128618,yes,resident,door_001
2026-01-19T14:05:45.483343,resident_3,entry,0.8847067859132411,yes,resident,door_001
2026-01-19T14:19:45.483343,resident_3,exit,0.8529447964009882,yes,resident,door_001
2026-01-19T14:33:45.483343,resident_2,entry,0.8731177742563778,yes,resident,door_001
2026-01-19T16:13:45.483343,resident_1,exit,0.8581095233091862,yes,resident,door_001
2026-01-19T17:11:45.483343,resident_2,exit,0.9800478890203047,yes,resident,door_001
2026-01-20T04:13:45.483343,resident_3,entry,0.8768226100998315,yes,resident,door_001
